DPM2	CDK5
ZNF646	CFB
ZNF646	LASS1
ZNF646	C20orf151
ZNF646	LOC388692
ZNF646	POU2F2
ZNF646	KIAA1656
ZNF646	RCOR2
ZNF646	PWWP2B
ZNF646	RCE1
ZNF646	TMEM151A
ZNF646	LTK
ZNF646	LEF1
ZNF646	ARMC5
ZNF646	UNQ6487
ZNF646	C19orf68
ZNF646	FLJ22536
ZNF646	IL34
ZNF646	ROM1
ZNF646	SRCRB4D
ZNF646	FOXO4
ZNF646	TNRC4
ZNF646	MYLC2PL
ZNF646	C14orf115
ZNF646	GP1BB
ZNF646	GRK1
ZNF646	ARVCF
ZNF646	LOC645895
ZNF646	TPD52L3
ZNF646	LOC100128008
ZNF646	PSD
ZNF646	SEZ6L2
ZNF646	SETD1A
ZNF646	DLG4
ZNF646	FBXO44
ZNF646	GDF2
ZNF646	LOC399904
ZNF646	NYX
ZNF646	LTB4R2
ZNF646	MICALL2
ZNF646	JSRP1
ZNF646	LOC283335
ZNF646	B3GNT8
ZNF646	TM6SF2
ZNF646	SUV420H2
ZNF646	TTTY14
ZNF646	BBC3
ZNF646	SARDH
ZNF646	DUOXA2
ZNF646	LOC440456
ZNF646	ZNF205
ZNF646	C1orf170
ZNF646	IGFALS
ZNF646	FABP2
ZNF646	SOX15
ZNF646	ADAMTS10
ZNF646	GPC2
ZNF646	RNASET2
ZNF646	DOHH
ZNF646	PLEKHB1
ZNF646	APOA4
ZNF646	C7orf50
ZNF646	CYP11B2
ZNF646	LOC157860
ZNF646	LOC729177
ZNF646	MLL4
ZNF646	SH3BP1
ZNF646	GPR144
ZNF646	MYOG
ZNF646	HMX1
ZNF646	SNAPC2
ZNF646	RIN1
TSPY1	LGI3
TSPY1	DKFZp779M0652
TSPY1	ADIG
TSPY1	LOC100130264
TSPY1	KCTD17
TSPY1	FAM186B
TSPY1	C10orf25
TSPY1	LOC541473
TSPY1	REST
TSPY1	SLC6A19
TSPY1	ADAM22
TSPY1	IHH
TSPY1	PP13439
TSPY1	FLJ33706
TSPY1	HTR6
TSPY1	SPATA21
TSPY1	MDGA1
TSPY1	KCNJ5
TSPY1	HTR3B
TSPY1	NENF
TSPY1	GSTTP1
TSPY1	PFTK2
TSPY1	CHRNE
TSPY1	PRDM14
TSPY1	LOC285191
TSPY1	ALDOAP2
TSPY1	POFUT2
TSPY1	CAMK1G
TSPY1	LARGE
TSPY1	CHRNA10
TSPY1	MGC44328
TSPY1	LOC221122
TSPY1	LOC728543
TSPY1	FTCD
TSPY1	C4orf17
TSPY1	TMEM151B
TSPY1	GABRR2
TSPY1	KCNA6
TSPY1	OR52D1
TSPY1	MYF6
TSPY1	SLC26A1
TSPY1	SLC16A11
TSPY1	OR10H1
TSPY1	LOC651900
TSPY1	HRG
TSPY1	LOC257358
TSPY1	HNF1B
TSPY1	TCL6
TSPY1	SPTB
TSPY1	TM6SF2
TSPY1	LOC100132005
TSPY1	LOC283177
TSPY1	RAB3IL1
TSPY1	C3orf43
TSPY1	KRTAP4-5
TSPY1	ASB12
TSPY1	ANKRD53
TSPY1	C6orf223
TSPY1	CPNE6
TSPY1	ISM2
TSPY1	LOC728883
TSPY1	C21orf104
TSPY1	LOC100129129
TSPY1	TDRG1
TSPY1	MADCAM1
TSPY1	HCG22
TSPY1	RNF31
TSPY1	FLJ23865
TSPY1	KRTAP13-1
TSPY1	KHDRBS2
TSPY1	FLJ36116
TSPY1	GPR52
TSPY1	OR7E19P
TSPY1	H1FOO
TSPY1	CABP4
TSPY1	LOC338963
TSPY1	APOBEC3F
TSPY1	BBS1
TSPY1	GJD2
TSPY1	LOC149086
TSPY1	HEMGN
TSPY1	MFGE8
TSPY1	PAX5
TSPY1	LOC100134081
TSPY1	TEX13A
TSPY1	LRRC16B
TSPY1	ADRB3
TSPY1	RAI1
TSPY1	LOC157627
TSPY1	LOC646482
TSPY1	TERT
TSPY1	C14orf176
TSPY1	LOC100129633
TSPY1	MAPK8IP3
TSPY1	LOC723809
TSPY1	DGCR5
TSPY1	LCN8
TSPY1	KCNS1
TSPY1	LOC339666
TSPY1	PDE6G
TSPY1	TRPV3
TSPY1	SFT2D3
TSPY1	LOC402779
TSPY1	CADM3
TSPY1	TPD52L3
TSPY1	LOC100133686
TSPY1	LOC150527
TSPY1	LOC728073
TSPY1	GGTLC2
TSPY1	PRODH2
TSPY1	LOC143678
TSPY1	OR7E104P
TSPY1	LOC284669
TSPY1	REXO1
TSPY1	FLJ13439
TSPY1	LSDP5
TSPY1	PRO0461
TSPY1	FAM148C
TSPY1	NYX
TSPY1	FOXK1
TSPY1	C1orf211
TSPY1	CACNG2
TSPY1	LRRC25
TSPY1	NCR2
TSPY1	TREML4
TSPY1	LOC100144602
TSPY1	LOC643406
TSPY1	IGF2AS
TSPY1	ACCN4
TSPY1	PYY2
TSPY1	NHLH1
TSPY1	FGF17
TSPY1	MYLK2
TSPY1	CHRNA2
TSPY1	NCRNA00161
TSPY1	DKFZp761P0212
TSPY1	OPRL1
TSPY1	FLJ12355
TSPY1	C7orf28A
TSPY1	TAL2
TSPY1	SIGLEC11
TSPY1	FAM166A
TSPY1	LOC127841
ZAR1	NCR2
C19orf34	AVPR1B
C19orf34	C10orf53
C19orf34	ASB16
C19orf34	AQP2
C19orf34	ADAM20
C19orf34	APOBEC2
C19orf34	C14orf70
C19orf34	C10orf27
C19orf34	BSND
C19orf34	C10orf96
C19orf34	C11orf36
C19orf34	C12orf51
C19orf34	C13orf33
C19orf34	ACRV1
C19orf34	AMZ1
C19orf34	ADAM22
C19orf34	APOA5
C19orf34	ASB14
C19orf34	C15orf55
C19orf34	ADRB3
C19orf34	C18orf62
C19orf34	ASCL3
C19orf34	C17orf46
C19orf34	C10orf67
C19orf34	C15orf49
NSAP11	LOC100132767
LMAN1	HSP90B1
LMAN1	GTF2I
LMAN1	EXOC5
LMAN1	DDX42
LMAN1	DHX9
LMAN1	CLIC4
LMAN1	C5orf22
LMAN1	DDX3X
LMAN1	EIF4A2
LMAN1	ACTR2
LMAN1	COPA
CXCL3	CXCL1
LOC440117	LCE1E
LOC440117	BOLL
LOC440117	LOC375010
LDB3	CCDC9
LDB3	BAI1
LDB3	KCNA6
LDB3	ADAM11
LDB3	HRG
LDB3	C1orf170
LDB3	KCTD17
LDB3	AMN
LDB3	FUT5
LDB3	GJC2
LDB3	IL13
LDB3	DKFZp761P0212
LDB3	BBS1
LDB3	ERN2
LDB3	C14orf115
LDB3	C6orf223
LDB3	FOXK1
LDB3	CPNE6
LDB3	DAB2IP
LDB3	APOL5
LDB3	FLJ40288
LDB3	CHRNB2
LDB3	CXorf52
LDB3	ARHGAP23
LDB3	FAM182A
LDB3	CEND1
LDB3	ADRB3
LDB3	HMX1
LDB3	DUX1
LDB3	C10orf67
LDB3	CDH15
IFT122	DGCR7
IFT122	CYP1A2
IFT122	GSX1
IFT122	IFLTD1
IFT122	C20orf141
IFT122	C7orf16
IFT122	C9orf144
IFT122	ADAMTS4
IFT122	FLJ40292
IFT122	C2orf16
IFT122	EDA2R
IFT122	CHERP
IFT122	GJB4
IFT122	FAM41AY
IFT122	DKFZp564N2472
IFT122	FRMD8
IFT122	DNAH6
IFT122	C15orf55
IFT122	C2orf18
IFT122	FLJ45224
IFT122	C16orf11
IFT122	C22orf26
IFT122	C19orf34
IFT122	CLDN17
IFT122	C8orf68
IFT122	C14orf178
IFT122	GPR62
IFT122	C10orf96
IFT122	IFNA21
IFT122	IFRG15
IFT122	ACRV1
IFT122	CACNG6
IFT122	C1orf61
IFT122	DYSFIP1
IFT122	FLJ32955
IFT122	DNAJC5G
IFT122	DEFB118
IFT122	C21orf49
IFT122	HDGFL1
IFT122	C10orf53
IFT122	C11orf72
IFT122	ASB16
IFT122	DEFB124
IFT122	GAFA2
IFT122	FLJ31222
IFT122	GALR3
IFT122	CER1
IFT122	GYPB
IFT122	GPRC6A
IFT122	C14orf70
IFT122	GDEP
IFT122	C21orf67
IFT122	FAM71A
IFT122	EPHA8
IFT122	FLJ12825
IFT122	HHLA1
IFT122	ASCL3
IFT122	C2orf19
IFT122	C17orf46
IFT122	C15orf49
IFT122	CLDN19
IFT122	DNM1P33
IFT122	C20orf200
IFT122	ESPNL
IFT122	C20orf166
IFT122	AVPR1B
IFT122	DRD2
IFT122	CNR2
IFT122	BOLL
IFT122	HTA
IFT122	EXOC3L2
IFT122	FLJ32214
IFT122	C22orf15
IFT122	HECW1
IFT122	C3orf47
IFT122	GOLGA6
IFT122	ABHD11
IFT122	C1orf127
IFT122	HRH3
IFT122	CYP3A43
IFT122	GRIK5
IFT122	GPR21
IFT122	C21orf93
IFT122	D21S2088E
IFT122	EPX
IFT122	C10orf103
IFT122	C20orf187
SUMO1	RAB10
SUMO1	POLE3
SUMO1	NUP35
SUMO1	MITD1
SUMO1	ILF2
SUMO1	RAB3GAP2
SUMO1	MRPL3
SUMO1	DPY30
SUMO1	SLBP
SUMO1	HSPE1
SUMO1	C2orf47
SUMO1	ACTR3
SUMO1	DUSP11
SUMO1	ARPC5
SUMO1	ACTL6A
SUMO1	PSMD10
SUMO1	FYTTD1
SUMO1	NAT13
SUMO1	MBD4
SUMO1	DENR
SUMO1	DHX15
SUMO1	M6PR
SUMO1	PDE6D
SUMO1	SSB
SUMO1	BIRC6
SUMO1	SFRS2
SUMO1	SFRS1
SUMO1	PRKRA
SUMO1	RPA1
SUMO1	RBMX
SUMO1	ARL8B
SUMO1	NUP98
SUMO1	SF3B14
SUMO1	RAN
SUMO1	CKAP5
SUMO1	NCBP2
SUMO1	RPE
SUMO1	ANAPC5
SUMO1	PCBP1
SUMO1	MRPL42
SUMO1	ERCC3
SUMO1	MFF
SUMO1	PSMD14
SUMO1	SLMO2
SUMO1	MSH2
SUMO1	HNRNPK
SUMO1	MTX2
SUMO1	DNAJB6
SUMO1	MFN1
SUMO1	OSTC
SUMO1	SNX4
SUMO1	NOP5/NOP58
SUMO1	HNRNPC
SUMO1	SFRS10
SUMO1	NIF3L1
SUMO1	SMAP1
SUMO1	ATR
SUMO1	SAP130
SUMO1	ORC2L
SUMO1	ORC4L
SUMO1	CCNT2
SUMO1	MMADHC
SUMO1	MAPRE1
SUMO1	MOBKL3
SUMO1	GORASP2
SUMO1	NCBP1
SUMO1	HAT1
SUMO1	ATP5G3
SUMO1	BZW1
SUMO1	BTF3L4
SUMO1	CLDND1
SUMO1	HNRPDL
GP1BA	D21S2088E
GP1BA	FAM153A
GP1BA	C10orf67
GP1BA	DNM1P33
ALDOAP2	ADRB3
ALDOAP2	ADIG
ALDOAP2	ADAM22
TMC4	MLPH
TMC4	LOC440335
TMC4	AGR3
MSL1	CASC3
MSL1	MED24
UBAC1	SHMT2
UBAC1	ILF3
UBAC1	GPR175
UBAC1	PRCC
UBAC1	CIZ1
UBAC1	RPN1
UBAC1	PPM1G
UBAC1	DNAJB11
UBAC1	COBRA1
UBAC1	PEF1
UBAC1	PFN1
UBAC1	MRPS2
UBAC1	MRPL50
UBAC1	MRPL11
UBAC1	NCBP1
UBAC1	TUBA1B
UBAC1	ODF2
UBAC1	LSM2
UBAC1	COPG
DLEU7	C15orf55
DLEU7	DKFZp564N2472
DLEU7	C14orf70
SLC6A11	NCRNA00028
SLC6A11	LOC731789
SLC6A11	CALHM3
SLC6A11	ADIG
SLC6A11	KCTD17
SLC6A11	FLJ21408
SLC6A11	GJC2
SLC6A11	OPHN1
SLC6A11	LOC340107
SLC6A11	OR4D1
SLC6A11	CD79B
SLC6A11	C10orf113
SLC6A11	LOC100133461
SLC6A11	REST
SLC6A11	KRT74
SLC6A11	OTOP2
SLC6A11	KCNJ5
SLC6A11	GSTTP1
SLC6A11	LOC100132923
SLC6A11	LOC390705
SLC6A11	HAB1
SLC6A11	ENPP7
SLC6A11	GPR44
SLC6A11	C11orf36
SLC6A11	SEMA6B
SLC6A11	FLJ22596
SLC6A11	NEU4
SLC6A11	LOC221122
SLC6A11	LOC728543
SLC6A11	FTCD
SLC6A11	DPPA4
SLC6A11	FLJ21075
SLC6A11	KCNA6
SLC6A11	MYF6
SLC6A11	SLC16A11
SLC6A11	PADI1
SLC6A11	OR10H1
SLC6A11	MGC34796
SLC6A11	LOC645591
SLC6A11	SFRP5
SLC6A11	KIR3DX1
SLC6A11	FKSG49
SLC6A11	C19orf23
SLC6A11	FLJ40288
SLC6A11	RAG1
SLC6A11	PTCRA
SLC6A11	DNM1P33
SLC6A11	LOC283177
SLC6A11	LOC100130452
SLC6A11	LOC283711
SLC6A11	C7orf52
SLC6A11	ANKRD53
SLC6A11	FLJ45803
SLC6A11	CPNE6
SLC6A11	ISM2
SLC6A11	LOC100129129
SLC6A11	MADCAM1
SLC6A11	ARID1B
SLC6A11	CEND1
SLC6A11	RNF31
SLC6A11	FLJ23865
SLC6A11	KRTAP13-1
SLC6A11	PRINS
SLC6A11	BAI1
SLC6A11	OR7E19P
SLC6A11	LOC100131941
SLC6A11	DYNLRB1
SLC6A11	APOBEC3F
SLC6A11	IL13
SLC6A11	BBS1
SLC6A11	LOC149086
SLC6A11	LOC100131998
SLC6A11	MFGE8
SLC6A11	C3orf51
SLC6A11	NTN3
SLC6A11	PAX5
SLC6A11	CHRNB2
SLC6A11	ARHGAP23
SLC6A11	RP11-265F14.2
SLC6A11	GRIN2C
SLC6A11	PNMAL2
SLC6A11	ADAM21
SLC6A11	ADRB3
SLC6A11	LOC284395
SLC6A11	CYP2W1
SLC6A11	LOC157627
SLC6A11	CRP
SLC6A11	LHX5
SLC6A11	MAPK8IP3
SLC6A11	LCN8
SLC6A11	HERC2P7
SLC6A11	LOC389634
SLC6A11	CDH22
SLC6A11	C14orf115
SLC6A11	C15orf50
SLC6A11	APOL5
SLC6A11	LOC283914
SLC6A11	REEP2
SLC6A11	LOC100133686
SLC6A11	LTBR
SLC6A11	LOC728073
SLC6A11	PRODH2
SLC6A11	C10orf67
SLC6A11	MATN1
SLC6A11	OR7E104P
SLC6A11	PANX2
SLC6A11	KIAA1751
SLC6A11	C15orf51
SLC6A11	LOC284669
SLC6A11	ARR3
SLC6A11	APOC2
SLC6A11	REXO1
SLC6A11	FBXO44
SLC6A11	CFC1
SLC6A11	LOC283140
SLC6A11	C3orf27
SLC6A11	LSDP5
SLC6A11	PRO0461
SLC6A11	DLGAP2
SLC6A11	SLC22A7
SLC6A11	LHX4
SLC6A11	FAM148C
SLC6A11	NYX
SLC6A11	FOXK1
SLC6A11	CCDC144C
SLC6A11	DMRTA2
SLC6A11	NCR2
SLC6A11	FAM71A
SLC6A11	C20orf181
SLC6A11	FLJ36208
SLC6A11	MUC8
SLC6A11	RAX2
SLC6A11	LOC440792
SLC6A11	BCL6B
SLC6A11	OR5L2
SLC6A11	REXO1L1
SLC6A11	C9orf148
SLC6A11	LOC375010
SLC6A11	MYLK2
SLC6A11	CHRNA2
SLC6A11	FUT5
SLC6A11	DKFZp761P0212
SLC6A11	PLEKHN1
SLC6A11	C7orf28A
SLC6A11	SIGLEC11
SLC6A11	FAM182A
SLC6A11	C17orf72
CHRNA10	APOC2
CHRNA10	ADIG
CHRNA10	CFC1
CHRNA10	ALPPL2
CHRNA10	C3orf20
CHRNA10	CACNG2
CHRNA10	C19orf23
CHRNA10	ADAM22
CHRNA10	APOA5
CHRNA10	C20orf181
CHRNA10	ARHGAP23
CHRNA10	ADRB3
CHRNA10	ACCN4
CHRNA10	BCL6B
CHRNA10	CCDC9
CHRNA10	C14orf176
CHRNA10	CAMK2A
CHRNA10	ADAM11
CHRNA10	C1orf170
CHRNA10	ANKRD53
CHRNA10	ALDOAP2
CHRNA10	AGAP2
CHRNA10	BSND
CHRNA10	C6orf223
CHRNA10	C11orf36
CHRNA10	C15orf50
CHRNA10	APOL5
CHRNA10	AMZ1
CHRNA10	C7orf28A
CHRNA10	C9orf163
CHRNA10	C21orf104
CHRNA10	CACNG3
CHRNA10	CADM3
CHRNA10	CAMKV
CHRNA10	C11orf86
CHRNA10	CDH15
TOP1MT	BOP1
TOP1MT	PUF60
RPL19	MED1
RPL19	FBXL20
RPL19	LOC90110
RPL19	CRKRS
MYO9B	ARRB2
MYO9B	AP1M1
CRNKL1	ANKRA2
WISP2	DPT
WISP2	SERPINF1
WISP2	MFAP5
WISP2	ECM2
WISP2	ANGPTL2
LOC644090	LOC284630
LOC644090	LOC283403
LOC644090	LOC283089
LOC644090	ADAM30
LOC644090	KIF19
LOC644090	LOC440896
LOC644090	KANK1
LOC644090	FLJ21408
LOC644090	KILLIN
LOC644090	FLJ40292
LOC644090	GJC2
LOC644090	LOC550113
LOC644090	FLJ34208
LOC644090	C14orf48
LOC644090	CCDC116
LOC644090	FAM71F1
LOC644090	LOC100133461
LOC644090	LOC100132767
LOC644090	LOC541473
LOC644090	ART1
LOC644090	ASB14
LOC644090	FLJ33706
LOC644090	C9orf29
LOC644090	C12orf42
LOC644090	GRM7
LOC644090	LOC100131081
LOC644090	HTR3B
LOC644090	ELA3A
LOC644090	C19orf34
LOC644090	LOC389043
LOC644090	LOC100129936
LOC644090	LOC100134089
LOC644090	DCST1
LOC644090	LOC145845
LOC644090	CETN1
LOC644090	KCNJ9
LOC644090	IL1RAPL2
LOC644090	C11orf36
LOC644090	LOC100131298
LOC644090	FLJ22596
LOC644090	ACRV1
LOC644090	LOC100128946
LOC644090	C9orf96
LOC644090	LOC339822
LOC644090	FLJ30679
LOC644090	HNF1A
LOC644090	LOC100129722
LOC644090	DYSFIP1
LOC644090	KRT82
LOC644090	LOC100128977
LOC644090	C21orf49
LOC644090	C20orf62
LOC644090	LOC340074
LOC644090	FLJ14816
LOC644090	KCNA6
LOC644090	DGCR12
LOC644090	C18orf12
LOC644090	ALOXE3
LOC644090	LOC202051
LOC644090	DEFB124
LOC644090	AMN
LOC644090	LOC388906
LOC644090	FRMPD4
LOC644090	DKFZP434A062
LOC644090	LOC283194
LOC644090	HPYR1
LOC644090	LOC257358
LOC644090	LOC253724
LOC644090	KIR3DX1
LOC644090	FLJ40288
LOC644090	APOA5
LOC644090	FLJ12825
LOC644090	C17orf50
LOC644090	DSCR10
LOC644090	LOC145945
LOC644090	HTR4
LOC644090	LOC387826
LOC644090	ASCL3
LOC644090	LOC388882
LOC644090	LOC283761
LOC644090	LOC100132005
LOC644090	CAV3
LOC644090	LOC100133612
LOC644090	C20orf200
LOC644090	LOC285954
LOC644090	ESPNL
LOC644090	AFF2
LOC644090	DRD2
LOC644090	CLRN1
LOC644090	GRM2
LOC644090	FLJ40125
LOC644090	HTA
LOC644090	EXOC3L2
LOC644090	KCNG4
LOC644090	LOC255654
LOC644090	KCNH4
LOC644090	C1orf223
LOC644090	KRT72
LOC644090	LOC284661
LOC644090	LOC100144597
LOC644090	KLK2
LOC644090	KRT73
LOC644090	C21orf104
LOC644090	C8orf56
LOC644090	CACNG5
LOC644090	KIR2DS3
LOC644090	DGCR7
LOC644090	CYP1A2
LOC644090	GK2
LOC644090	IFLTD1
LOC644090	GFRA4
LOC644090	LOC338963
LOC644090	FLJ39534
LOC644090	ADAM29
LOC644090	DGKG
LOC644090	FLJ34651
LOC644090	FLJ12616
LOC644090	LOC285620
LOC644090	LOC100131532
LOC644090	LOC283033
LOC644090	CHAT
LOC644090	LOC100128003
LOC644090	D21S2090E
LOC644090	HERC6
LOC644090	ADRB3
LOC644090	LOC283674
LOC644090	LOC284080
LOC644090	H1FNT
LOC644090	LOC100130426
LOC644090	GHRHR
LOC644090	C22orf26
LOC644090	LOC283737
LOC644090	ADM2
LOC644090	LOC151484
LOC644090	FOXH1
LOC644090	DGCR5
LOC644090	FLJ46321
LOC644090	LOC100131864
LOC644090	BTNL3
LOC644090	C19orf47
LOC644090	GPR62
LOC644090	CDH22
LOC644090	LOC339666
LOC644090	KIF6
LOC644090	LOC220077
LOC644090	LOC100131637
LOC644090	LOC283914
LOC644090	LOC402779
LOC644090	CADM3
LOC644090	C1orf61
LOC644090	LOC150527
LOC644090	DNAJC5G
LOC644090	C10orf67
LOC644090	LOC389199
LOC644090	LOC339442
LOC644090	LOC440602
LOC644090	C10orf53
LOC644090	KCNK9
LOC644090	CFC1
LOC644090	CALHM1
LOC644090	FLJ31222
LOC644090	DLGAP2
LOC644090	GALR3
LOC644090	FLJ33360
LOC644090	C20orf71
LOC644090	CACNG2
LOC644090	LOC283688
LOC644090	FAM71A
LOC644090	LOC145678
LOC644090	LOC100131581
LOC644090	IQCF1
LOC644090	GML
LOC644090	FLJ36208
LOC644090	LOC440792
LOC644090	LHX3
LOC644090	C21orf89
LOC644090	LOC100131347
LOC644090	LOC285194
LOC644090	AVPR1B
LOC644090	KRTAP4-2
LOC644090	C22orf15
LOC644090	LOC283501
LOC644090	INE1
LOC644090	GPBAR1
LOC644090	AKAP6
LOC644090	LOC221946
LOC644090	BSND
LOC644090	C1orf127
LOC644090	LOC348761
LOC644090	C7orf28A
LOC644090	LOC400620
LOC644090	FAM38B2
LOC644090	C18orf62
LOC644090	CXorf25
LOC644090	GSX1
LOC644090	C20orf141
LOC644090	ACTRT2
LOC644090	HSPC072
LOC644090	LOC203274
LOC644090	ADIG
LOC644090	LOC100130264
LOC644090	C9orf144
LOC644090	ADAM20
LOC644090	LOC100132369
LOC644090	LOC100129656
LOC644090	KIAA1654
LOC644090	EDA2R
LOC644090	CHRNA4
LOC644090	CRTC1
LOC644090	C1orf20
LOC644090	ADAM22
LOC644090	C1orf177
LOC644090	C1orf94
LOC644090	CRIM2
LOC644090	DNAH6
LOC644090	C15orf55
LOC644090	C9orf71
LOC644090	LOC400568
LOC644090	LOC220980
LOC644090	LOC400655
LOC644090	FLJ10232
LOC644090	KCNN1
LOC644090	LOC374890
LOC644090	FAM163A
LOC644090	FLJ45224
LOC644090	KRT74
LOC644090	KIR2DL4
LOC644090	LOC400238
LOC644090	HTR6
LOC644090	LOC100134368
LOC644090	CAMK2A
LOC644090	C21orf88
LOC644090	CLDN17
LOC644090	LOC389457
LOC644090	LOC286149
LOC644090	LOC284939
LOC644090	CCKAR
LOC644090	LOC221122
LOC644090	LOC100130797
LOC644090	CACNG6
LOC644090	C4orf17
LOC644090	KY
LOC644090	FSCN3
LOC644090	LOC284912
LOC644090	FLJ21075
LOC644090	C2orf39
LOC644090	ERAF
LOC644090	HDGFL1
LOC644090	LOC200261
LOC644090	C21orf121
LOC644090	DEFB119
LOC644090	ASB16
LOC644090	AQP2
LOC644090	GAFA2
LOC644090	LIMK1
LOC644090	C10orf27
LOC644090	GPR182
LOC644090	LOC339524
LOC644090	CRYGA
LOC644090	EPHA8
LOC644090	GAST
LOC644090	LOC388456
LOC644090	DNM1P33
LOC644090	LOC286359
LOC644090	LOC147343
LOC644090	C3orf43
LOC644090	AAA1
LOC644090	FAM135B
LOC644090	LOC283387
LOC644090	LOC100129380
LOC644090	LMX1A
LOC644090	CLP1
LOC644090	LOC100131303
LOC644090	APOBEC2
LOC644090	FLJ35946
LOC644090	FLJ39061
LOC644090	GOLGA6
LOC644090	LCE1E
LOC644090	LOC283692
LOC644090	CPNE6
LOC644090	C9orf163
LOC644090	ISM2
LOC644090	CYP3A43
LOC644090	LOC147646
LOC644090	C21orf93
LOC644090	EPX
LOC644090	LOC441052
LOC644090	LOC100192379
LOC644090	LOC219688
LOC644090	CDH4
LOC644090	KIAA1467
LOC644090	GPR52
LOC644090	C7orf16
LOC644090	KCNIP1
LOC644090	ANK1
LOC644090	IRG1
LOC644090	BARHL1
LOC644090	DYNLRB1
LOC644090	GPHB5
LOC644090	LOC339978
LOC644090	LOC100129026
LOC644090	C1orf111
LOC644090	DNAI2
LOC644090	FFAR1
LOC644090	FLJ39739
LOC644090	CSH1
LOC644090	LOC149086
LOC644090	C2orf16
LOC644090	ALMS1P
LOC644090	APCS
LOC644090	LOC100128862
LOC644090	CNTN2
LOC644090	GJB4
LOC644090	DKFZp564N2472
LOC644090	GRIN2C
LOC644090	KIR2DL1
LOC644090	C1orf86
LOC644090	IL25
LOC644090	ADAM21
LOC644090	LOC100128079
LOC644090	CRB1
LOC644090	HNF4A
LOC644090	GAS2L2
LOC644090	LOC338588
LOC644090	AMHR2
LOC644090	IL28A
LOC644090	LOC100134123
LOC644090	LOC100129503
LOC644090	LOC442715
LOC644090	C8orf68
LOC644090	FAM71B
LOC644090	FLJ30430
LOC644090	HIPK4
LOC644090	C10orf96
LOC644090	CXorf59
LOC644090	C12orf51
LOC644090	GNB1L
LOC644090	GFI1B
LOC644090	C9orf62
LOC644090	LOC401351
LOC644090	LOC388946
LOC644090	CRHR2
LOC644090	CCDC155
LOC644090	BEYLA
LOC644090	LOC415056
LOC644090	C6orf174
LOC644090	C1orf222
LOC644090	C2orf81
LOC644090	CYP11B1
LOC644090	KRTAP10-11
LOC644090	KIAA1751
LOC644090	GTSF1L
LOC644090	KLF14
LOC644090	FLJ13439
LOC644090	LOC339894
LOC644090	CER1
LOC644090	HEATR7B2
LOC644090	C14orf70
LOC644090	LOC283697
LOC644090	FOXK1
LOC644090	LOC100130078
LOC644090	DNAH1
LOC644090	HHLA1
LOC644090	CASR
LOC644090	ACCN4
LOC644090	FLJ33065
LOC644090	C2orf19
LOC644090	C17orf46
LOC644090	GATA1
LOC644090	LOC375010
LOC644090	CLDN19
LOC644090	ADAD1
LOC644090	C15orf49
LOC644090	EFR3B
LOC644090	ART5
LOC644090	LOC400794
LOC644090	C12orf53
LOC644090	DKFZP434K028
LOC644090	LOC100128653
LOC644090	GBX1
LOC644090	LOC283888
LOC644090	ASB15
LOC644090	LOC153910
LOC644090	CSF2
LOC644090	LOC284100
LOC644090	AMZ1
LOC644090	C1orf200
LOC644090	D21S2088E
LOC644090	LOC100129827
LOC644090	FAM166A
LOC644090	GNAO1
LOC644090	LOC440028
LOC644090	C20orf187
LOC644090	GFAP
GPSM2	CDKN3
GPSM2	BUB1B
GPSM2	CTPS
GPSM2	DONSON
GPSM2	CEP55
GPSM2	CDCA5
GPSM2	DBF4
GPSM2	CCNB1
GPSM2	CENPA
GPSM2	CDC7
GPSM2	FOXM1
GPSM2	CCDC99
GPSM2	DCLRE1B
GPSM2	E2F8
GPSM2	CDC2
GPSM2	CCNA2
GPSM2	CENPF
GPSM2	EZH2
GPSM2	DLGAP5
GPSM2	DTL
GPSM2	CKS1B
GPSM2	CDCA7
GPSM2	CDC20
GPSM2	FAM83D
GPSM2	CLCC1
GPSM2	DEPDC1
GPSM2	CKS2
GPSM2	CHEK1
GPSM2	CENPL
GPSM2	ANLN
GPSM2	CENPE
PRKCG	LOC284630
PRKCG	ATP2A1
PRKCG	HS1BP3
PRKCG	ADIG
PRKCG	LOC100130264
PRKCG	KIF19
PRKCG	PQLC1
PRKCG	KCTD17
PRKCG	APOC4
PRKCG	GJC2
PRKCG	MAP3K10
PRKCG	LOC100133461
PRKCG	DLL3
PRKCG	NEU2
PRKCG	MGC45922
PRKCG	CRIM2
PRKCG	LOC400236
PRKCG	FLJ33706
PRKCG	KRT74
PRKCG	HTR6
PRKCG	MDGA1
PRKCG	LOC100131081
PRKCG	CAMK2A
PRKCG	NENF
PRKCG	GSTTP1
PRKCG	KSR1
PRKCG	GNAT1
PRKCG	CHRNE
PRKCG	PRDM8
PRKCG	MYLC2PL
PRKCG	MYADML2
PRKCG	GPR44
PRKCG	LARGE
PRKCG	CHRNA10
PRKCG	MGC44328
PRKCG	NEU4
PRKCG	HRASLS2
PRKCG	CACNG3
PRKCG	CCKAR
PRKCG	LOC221122
PRKCG	LRRC29
PRKCG	C4orf17
PRKCG	CDH15
PRKCG	GABRR2
PRKCG	KCNA6
PRKCG	DGCR12
PRKCG	LCN6
PRKCG	LOC731656
PRKCG	AMN
PRKCG	ANKRD24
PRKCG	DKFZP434A062
PRKCG	PPP1R12C
PRKCG	LOC100134498
PRKCG	PGK2
PRKCG	LOC442142
PRKCG	LPAL2
