DPM2	CDK5
LOC402779	CER1
LOC402779	C14orf70
LOC402779	LOC283697
LOC402779	FOXK1
LOC402779	LOC100130078
LOC402779	HHLA1
LOC402779	FLJ33065
LOC402779	C2orf19
LOC402779	C9orf148
LOC402779	C17orf46
LOC402779	GATA1
LOC402779	LOC375010
LOC402779	CLDN19
LOC402779	ADAD1
LOC402779	C15orf49
LOC402779	LOC100128640
LOC402779	ART5
LOC402779	LOC400794
LOC402779	DKFZP434K028
LOC402779	LOC100128653
LOC402779	CHRNA2
LOC402779	CHRM2
LOC402779	LOC283888
LOC402779	BCL2L14
LOC402779	ASB15
LOC402779	LINGO3
LOC402779	HECW1
LOC402779	LOC153910
LOC402779	CSF2
LOC402779	FLJ11292
LOC402779	CA7
LOC402779	ABHD11
LOC402779	LOC284100
LOC402779	AMZ1
LOC402779	C1orf200
LOC402779	CYP4A22
LOC402779	FLJ36144
LOC402779	D21S2088E
LOC402779	FAM182A
LOC402779	C6orf146
LOC402779	C10orf103
LOC402779	FAM166A
LOC402779	GNAO1
LOC402779	LOC100132354
LOC402779	C20orf187
LOC402779	GFAP
TSPAN16	KCTD17
TSPAN16	APOBEC3F
TSPAN16	LOC340107
TSPAN16	CD79B
TSPAN16	HEMGN
TSPAN16	REST
TSPAN16	NKX2-8
TSPAN16	LOC100134081
TSPAN16	CHRNB2
TSPAN16	TEX13A
TSPAN16	POU2F2
TSPAN16	DLL3
TSPAN16	SSTR5
TSPAN16	DBH
TSPAN16	CYP2W1
TSPAN16	HTR6
TSPAN16	SPATA21
TSPAN16	C14orf68
TSPAN16	FLJ22536
TSPAN16	NENF
TSPAN16	MAPK8IP3
TSPAN16	DGCR6L
TSPAN16	PRDM8
TSPAN16	MYLC2PL
TSPAN16	LOC285191
TSPAN16	MYADML2
TSPAN16	AGAP2
TSPAN16	GPR44
TSPAN16	TRPV3
TSPAN16	LARGE
TSPAN16	CHRNA10
TSPAN16	RLTPR
TSPAN16	GRK1
TSPAN16	SLC22A6
TSPAN16	LOC150527
TSPAN16	LOC100133686
TSPAN16	TMEM151B
TSPAN16	LOXHD1
TSPAN16	PRODH2
TSPAN16	CDH15
TSPAN16	KCNA6
TSPAN16	SLC16A11
TSPAN16	SLC26A1
TSPAN16	FBXO44
TSPAN16	REXO1
TSPAN16	OR10H1
TSPAN16	LSDP5
TSPAN16	ALPPL2
TSPAN16	ALPI
TSPAN16	NYX
TSPAN16	TCL6
TSPAN16	C1orf211
TSPAN16	C20orf181
TSPAN16	IGF2AS
TSPAN16	FLJ23185
TSPAN16	FGF17
TSPAN16	C1orf170
TSPAN16	ANKRD53
TSPAN16	REG3G
TSPAN16	DKFZp761P0212
TSPAN16	MAG
TSPAN16	IQSEC2
TSPAN16	OPRL1
TSPAN16	CPNE6
TSPAN16	RS1
TSPAN16	SIGLEC11
TSPAN16	FLJ23865
TSPAN16	RNF31
TSPAN16	TP53TG5
TSPAN16	HMX1
PTCHD2	PHLDB1
PTCHD2	GSX1
PTCHD2	LOC283089
PTCHD2	C9orf144
PTCHD2	KANK1
PTCHD2	FLJ21408
PTCHD2	LOC348120
PTCHD2	GRIN1
PTCHD2	LOC100133885
PTCHD2	FNDC7
PTCHD2	EDA2R
PTCHD2	LOC100132767
PTCHD2	C20orf79
PTCHD2	FAM41AY
PTCHD2	DSCR9
PTCHD2	ASB14
PTCHD2	OR51J1
PTCHD2	DNAH6
PTCHD2	C1orf94
PTCHD2	C1orf177
PTCHD2	C15orf55
PTCHD2	EIF4G2
PTCHD2	LOC220980
PTCHD2	KCNN1
PTCHD2	FLJ45224
PTCHD2	C2orf53
PTCHD2	ELA3A
PTCHD2	C19orf34
PTCHD2	CLDN17
PTCHD2	LOC100129936
PTCHD2	EFCAB1
PTCHD2	IFT122
PTCHD2	FLJ30064
PTCHD2	DCST1
PTCHD2	LOC145845
PTCHD2	C14orf178
PTCHD2	FLJ22596
PTCHD2	ACRV1
PTCHD2	LOC285908
PTCHD2	PDZD3
PTCHD2	LOC284939
PTCHD2	LOC389247
PTCHD2	LOC644090
PTCHD2	DYSFIP1
PTCHD2	C20orf62
PTCHD2	LOC340074
PTCHD2	LOC200261
PTCHD2	P2RX6
PTCHD2	PADI1
PTCHD2	C11orf72
PTCHD2	PROKR2
PTCHD2	LOC388906
PTCHD2	FRMPD4
PTCHD2	HPYR1
PTCHD2	LOC253724
PTCHD2	MIXL1
PTCHD2	GPRC6A
PTCHD2	KIR3DX1
PTCHD2	LOC339524
PTCHD2	PDE4C
PTCHD2	OR51B5
PTCHD2	APOA5
PTCHD2	ODF3
PTCHD2	C17orf50
PTCHD2	NMUR2
PTCHD2	ASCL3
PTCHD2	PGLYRP4
PTCHD2	LOC388882
PTCHD2	C20orf200
PTCHD2	C20orf166
PTCHD2	DRD2
PTCHD2	LOC146443
PTCHD2	CEACAM4
PTCHD2	CNR2
PTCHD2	HTA
PTCHD2	FAM135B
PTCHD2	EXOC3L2
PTCHD2	PAX1
PTCHD2	LOC100129380
PTCHD2	LOC729173
PTCHD2	MORN1
PTCHD2	LOC255654
PTCHD2	C1orf223
PTCHD2	OR13C4
PTCHD2	LOC441052
PTCHD2	IFLTD1
PTCHD2	C7orf16
PTCHD2	CYP2F1
PTCHD2	GAB4
PTCHD2	LOC100129026
PTCHD2	DGKG
PTCHD2	C2orf16
PTCHD2	LOC729940
PTCHD2	DKFZp564N2472
PTCHD2	C1orf182
PTCHD2	GRIN2C
PTCHD2	KIR2DL1
PTCHD2	LOC100128003
PTCHD2	HNF4A
PTCHD2	C16orf11
PTCHD2	DMRTB1
PTCHD2	LOC338588
PTCHD2	B3GNT4
PTCHD2	C8orf68
PTCHD2	FLJ46321
PTCHD2	OPN5
PTCHD2	MPV17L
PTCHD2	C9orf117
PTCHD2	LOC220077
PTCHD2	C9orf62
PTCHD2	C3orf24
PTCHD2	C1orf61
PTCHD2	C6orf174
PTCHD2	OR5I1
PTCHD2	OR7E104P
PTCHD2	DEFB118
PTCHD2	LOC389199
PTCHD2	CSH2
PTCHD2	GTSF1L
PTCHD2	C10orf53
PTCHD2	NXNL1
PTCHD2	FLJ31222
PTCHD2	BZRPL1
PTCHD2	CER1
PTCHD2	LOC283697
PTCHD2	CAMK2N2
PTCHD2	MMP24
PTCHD2	KIAA2018
PTCHD2	NLGN2
PTCHD2	C2orf19
PTCHD2	LRRC43
PTCHD2	NEUROD4
PTCHD2	C17orf46
PTCHD2	GATA1
PTCHD2	C15orf49
PTCHD2	OR51M1
PTCHD2	EFR3B
PTCHD2	LOC439951
PTCHD2	AVPR1B
PTCHD2	LOC285194
PTCHD2	GAD2
PTCHD2	LOC100128653
PTCHD2	LOC730961
PTCHD2	C22orf15
PTCHD2	LOC440330
PTCHD2	NHSL2
PTCHD2	ANGPT4
PTCHD2	LOC728902
PTCHD2	PER4
PTCHD2	LOC100129827
PTCHD2	C10orf103
PTCHD2	LOC646778
PTCHD2	NR6A1
TBC1D20	NSFL1C
CAP1	ACOT9
CAP1	ARPC1B
DUSP1	CYR61
SEZ6L2	NPB
SEZ6L2	C17orf59
SEZ6L2	FAM57B
SEZ6L2	CES4
SEZ6L2	HGC6.3
SEZ6L2	FAM22F
SEZ6L2	CLCN1
SEZ6L2	CCDC85B
SEZ6L2	GJC2
SEZ6L2	CNTROB
SEZ6L2	NPPA
SEZ6L2	FAM111A
SEZ6L2	C20orf151
SEZ6L2	KIAA1656
SEZ6L2	RCOR2
SEZ6L2	LOC400236
SEZ6L2	PWWP2B
SEZ6L2	LTK
SEZ6L2	FUT7
SEZ6L2	LOC646074
SEZ6L2	C19orf68
SEZ6L2	NENF
SEZ6L2	KSR1
SEZ6L2	ROM1
SEZ6L2	GNAT1
SEZ6L2	CHRNE
SEZ6L2	PRDM8
SEZ6L2	MYLC2PL
SEZ6L2	HRASLS2
SEZ6L2	ARVCF
SEZ6L2	LOC645895
SEZ6L2	LOC151174
SEZ6L2	CDH15
SEZ6L2	FAM22B
SEZ6L2	LOC731656
SEZ6L2	DLG4
SEZ6L2	GDF2
SEZ6L2	AMN
SEZ6L2	DKFZP434A062
SEZ6L2	LOC100134498
SEZ6L2	FAM109A
SEZ6L2	PGK2
SEZ6L2	LTB4R2
SEZ6L2	LOC442142
SEZ6L2	LOC196993
SEZ6L2	LOC388210
SEZ6L2	CXorf52
SEZ6L2	LOC100130955
SEZ6L2	LOC283335
SEZ6L2	EMID2
SEZ6L2	PTCRA
SEZ6L2	LOC144486
SEZ6L2	COL20A1
SEZ6L2	FNDC8
SEZ6L2	SARDH
SEZ6L2	BBC3
SEZ6L2	ADAM11
SEZ6L2	LOC728012
SEZ6L2	IGFALS
SEZ6L2	DCDC2B
SEZ6L2	PLEKHG5
SEZ6L2	LOC90586
SEZ6L2	GRRP1
SEZ6L2	FABP2
SEZ6L2	PICK1
SEZ6L2	RNASET2
SEZ6L2	DOHH
SEZ6L2	PLA2G4F
SEZ6L2	GPR162
SEZ6L2	LOC157860
SEZ6L2	C7orf50
SEZ6L2	CYP11B2
SEZ6L2	DPF1
SEZ6L2	MLL4
SEZ6L2	LOC283904
SEZ6L2	MYOG
SEZ6L2	HMX1
SEZ6L2	GJA8
SEZ6L2	MGAT3
SEZ6L2	BEST1
SEZ6L2	EPN1
SEZ6L2	LHB
SEZ6L2	MMP25
SEZ6L2	PRX
SEZ6L2	LOC151300
SEZ6L2	CCDC71
SEZ6L2	IL13
SEZ6L2	S1PR2
SEZ6L2	FKBP6
SEZ6L2	IQCC
SEZ6L2	LASS1
SEZ6L2	NTN3
SEZ6L2	LOC388692
SEZ6L2	POU2F2
SEZ6L2	C9orf44
SEZ6L2	LOC729397
SEZ6L2	FLJ22536
SEZ6L2	BEND4
SEZ6L2	IL34
SEZ6L2	F2
SEZ6L2	LOC91316
SEZ6L2	C16orf86
SEZ6L2	BTNL3
SEZ6L2	C14orf115
SEZ6L2	GP1BB
SEZ6L2	GRK1
SEZ6L2	BAAT
SEZ6L2	LOC79999
SEZ6L2	NFAM1
SEZ6L2	LOC100128008
SEZ6L2	LTBR
SEZ6L2	PSD
SEZ6L2	DUX1
SEZ6L2	MGC10814
SEZ6L2	HDAC10
SEZ6L2	C17orf55
SEZ6L2	APOC2
SEZ6L2	KLK1
SEZ6L2	FBXO44
SEZ6L2	PTPRA
SEZ6L2	KLK4
SEZ6L2	ALPPL2
SEZ6L2	LOC399904
SEZ6L2	MGAT5B
SEZ6L2	LOC100131721
SEZ6L2	MLXIPL
SEZ6L2	LOC554235
SEZ6L2	RASL10B
SEZ6L2	NYX
SEZ6L2	MICALL2
SEZ6L2	C1orf68
SEZ6L2	NCOR2
SEZ6L2	ACCN4
SEZ6L2	ORF1
SEZ6L2	EMX1
SEZ6L2	CCDC9
SEZ6L2	RNF151
SEZ6L2	DUOXA2
SEZ6L2	LOC440456
SEZ6L2	MUC3A
SEZ6L2	C1orf170
SEZ6L2	AVP
SEZ6L2	FGF21
SEZ6L2	ADAMTS10
SEZ6L2	LOC440570
SEZ6L2	PLEKHB1
SEZ6L2	SEMA6C
SEZ6L2	DAB2IP
SEZ6L2	APOA4
SEZ6L2	CLEC4M
SEZ6L2	LOC729177
SEZ6L2	KLKB1
SEZ6L2	SCUBE1
SEZ6L2	C11orf86
SEZ6L2	GPR144
SEZ6L2	HPCAL4
SEZ6L2	RIN1
UNQ6975	IRG1
UNQ6975	ADIG
UNQ6975	SLC24A4
UNQ6975	LOC338963
UNQ6975	KCTD17
UNQ6975	FAM186B
UNQ6975	LOC149086
UNQ6975	FLJ34651
UNQ6975	MFGE8
UNQ6975	LOC100133461
UNQ6975	LOC100132767
UNQ6975	REST
UNQ6975	C1orf20
UNQ6975	SLC4A1
UNQ6975	DKFZp564N2472
UNQ6975	TTBK1
UNQ6975	KIR2DL1
UNQ6975	C15orf55
UNQ6975	ADRB3
UNQ6975	RAI1
UNQ6975	FLJ33706
UNQ6975	SSTR3
UNQ6975	KRT74
UNQ6975	GAS2L2
UNQ6975	HTR6
UNQ6975	SLC22A8
UNQ6975	LOC100131081
UNQ6975	CAMK2A
UNQ6975	KCNJ5
UNQ6975	HTR3B
UNQ6975	NENF
UNQ6975	LOC389043
UNQ6975	PFTK2
UNQ6975	PRCD
UNQ6975	PRB1
UNQ6975	POFUT2
UNQ6975	CAMK1G
UNQ6975	PDE6G
UNQ6975	LOC339666
UNQ6975	TRPV3
UNQ6975	CHRNA10
UNQ6975	LOC402779
UNQ6975	CACNG3
UNQ6975	SERPINA9
UNQ6975	LOC221122
UNQ6975	CADM3
UNQ6975	OXER1
UNQ6975	C10orf67
UNQ6975	OR7E104P
UNQ6975	GABRR2
UNQ6975	DGCR12
UNQ6975	KCNA6
UNQ6975	LCN6
UNQ6975	LOC283140
UNQ6975	PRO0461
UNQ6975	DKFZP434A062
UNQ6975	SYT2
UNQ6975	RNF212
UNQ6975	HNF1B
UNQ6975	TCL6
UNQ6975	FOXK1
UNQ6975	NCR2
UNQ6975	C19orf23
UNQ6975	APOA5
UNQ6975	FLJ40288
UNQ6975	SPTB
UNQ6975	NODAL
UNQ6975	RHO
UNQ6975	ACCN4
UNQ6975	GATA1
UNQ6975	DNM1P33
UNQ6975	LOC286359
UNQ6975	LOC283177
UNQ6975	ESPNL
UNQ6975	MYLK2
UNQ6975	MUC3A
UNQ6975	KRTAP4-5
UNQ6975	CLP1
UNQ6975	LMX1A
UNQ6975	DKFZp761P0212
UNQ6975	CPNE6
UNQ6975	AMZ1
UNQ6975	C7orf28A
UNQ6975	C9orf163
UNQ6975	ISM2
UNQ6975	LOC728883
UNQ6975	C21orf104
UNQ6975	CAMKV
UNQ6975	LOC147646
UNQ6975	RNF31
UNQ6975	NR6A1
EMX2OS	EMX2
EGFLAM	CHRDL1
EGFLAM	EBF1
SHPRH	CASP8AP2
SHPRH	SENP6
SHPRH	MITD1
SHPRH	ARL13B
SHPRH	MCM9
SHPRH	C2orf37
SHPRH	CCNT2
SHPRH	COG6
SHPRH	REV1
SHPRH	NFYB
SHPRH	RNF146
SHPRH	DUSP11
SHPRH	PEX3
SHPRH	RWDD3
SHPRH	RBM16
SHPRH	MRPL50
SHPRH	PPIL4
SHPRH	MTX2
SHPRH	HEATR5A
SHPRH	PRPF4B
SHPRH	GMCL1
SHPRH	CBLL1
SHPRH	BET1
CIDEA	ACVR1C
CIDEA	CFD
CIDEA	CDO1
CIDEA	ACACB
CIDEA	C14orf139
CIDEA	C14orf180
CIDEA	AOC3
CIDEA	CD300LG
CIDEA	CHRDL1
CIDEA	CA4
CIDEA	ADH1B
CIDEA	AQP7
CIDEA	CD36
CIDEA	ADIPOQ
CIDEA	AGPAT2
CIDEA	BTNL9
LUZP4	LOC91149
LUZP4	IL17A
LUZP4	LOC283403
LUZP4	LOC283089
LUZP4	LOC100129969
LUZP4	IFNA4
LUZP4	ADAM30
LUZP4	KIF19
LUZP4	HORMAD2
LUZP4	KANK1
LUZP4	FLJ21408
LUZP4	LOC348120
LUZP4	KILLIN
LUZP4	FLJ40292
LUZP4	LOC550113
LUZP4	LOC100132767
LUZP4	LOC541473
LUZP4	ASB14
LUZP4	KRTAP8-1
LUZP4	FLJ33706
LUZP4	LOC349114
LUZP4	CNTNAP5
LUZP4	C19orf34
LUZP4	C12orf33
LUZP4	IFNA14
LUZP4	LOC389043
LUZP4	C9orf4
LUZP4	IFT122
LUZP4	LOC145845
LUZP4	CETN1
LUZP4	C11orf36
LUZP4	ACRV1
LUZP4	APOBEC4
LUZP4	LOC100128946
LUZP4	G6PC2
LUZP4	LOC644090
LUZP4	DYSFIP1
LUZP4	LOC730441
LUZP4	LOC285735
LUZP4	FLJ32955
LUZP4	LOC100128977
LUZP4	CCDC36
LUZP4	C21orf49
LUZP4	C20orf62
LUZP4	LOC340074
LUZP4	LOC283856
LUZP4	LOC728450
LUZP4	DEFB124
LUZP4	FSD2
LUZP4	LOC388906
LUZP4	LOC100131781
LUZP4	FRMPD4
LUZP4	LOC283194
LUZP4	HPYR1
LUZP4	LOC253724
LUZP4	KIR2DS1
LUZP4	GPRC6A
LUZP4	IQSEC3
LUZP4	ADAM5P
LUZP4	GDEP
LUZP4	LRRC52
LUZP4	FLJ40288
LUZP4	APOA5
LUZP4	FLJ12825
LUZP4	DSCR10
LUZP4	LOC283045
LUZP4	LOC145945
LUZP4	LOC387826
LUZP4	ASCL3
LUZP4	LOC283761
LUZP4	LOC100132005
LUZP4	LOC647309
LUZP4	LOC100133612
LUZP4	LOC340037
LUZP4	C20orf200
LUZP4	ESPNL
LUZP4	IFNA7
LUZP4	DRD2
LUZP4	KRT76
LUZP4	CNR2
LUZP4	AYP1p1
LUZP4	HTA
LUZP4	EXOC3L2
LUZP4	LOC729173
LUZP4	KCNG4
LUZP4	LOC100144597
LUZP4	CDYL2
LUZP4	LOC728883
LUZP4	C21orf104
LUZP4	C8orf56
LUZP4	LOC644714
LUZP4	CYP1A2
LUZP4	DGCR7
LUZP4	IFLTD1
LUZP4	CABP4
LUZP4	LOC728099
LUZP4	DKFZp434E1119
LUZP4	FLJ34651
LUZP4	CHERP
LUZP4	C4orf42
LUZP4	IFNA17
LUZP4	LOC283033
LUZP4	FRMD8
LUZP4	LOC100128003
LUZP4	CST8
LUZP4	HERC6
LUZP4	ADRB3
LUZP4	KRTAP1-5
LUZP4	LOC283674
LUZP4	LOC284080
LUZP4	C22orf26
LUZP4	HERC2P7
LUZP4	LOC100131864
LUZP4	GPR62
LUZP4	CDH22
LUZP4	LOC339666
LUZP4	LOC283914
LUZP4	KCTD16
LUZP4	LOC402779
LUZP4	C1orf61
LUZP4	C3orf24
LUZP4	C10orf67
LUZP4	DNAJC5G
LUZP4	LOC440602
LUZP4	C10orf53
LUZP4	KCNK9
LUZP4	GPRC5D
LUZP4	FLJ31222
LUZP4	LIPA
LUZP4	DLGAP2
LUZP4	LOC283688
LUZP4	LOC339166
LUZP4	KIR3DL3
LUZP4	LOC339505
LUZP4	FAM71A
LUZP4	LOC100131581
LUZP4	KIAA2018
LUZP4	IQCF1
LUZP4	GML
LUZP4	FLJ36208
LUZP4	LOC100131347
LUZP4	LOC440888
LUZP4	LOC285194
LUZP4	AVPR1B
LUZP4	BOLL
LUZP4	KRTAP4-2
LUZP4	FLJ32214
LUZP4	C22orf15
LUZP4	INE1
LUZP4	LOC221946
LUZP4	C1orf127
LUZP4	LOC400620
LUZP4	GRIK5
LUZP4	KRTAP5-8
LUZP4	FAM38B2
LUZP4	LOC100128329
LUZP4	LOC730139
LUZP4	LOC646778
LUZP4	C18orf62
LUZP4	CXorf25
LUZP4	GSX1
LUZP4	HSPC072
LUZP4	LOC203274
LUZP4	CYLC1
LUZP4	C9orf144
LUZP4	ADAM20
LUZP4	LOC100129656
LUZP4	EDA2R
LUZP4	C18orf16
LUZP4	C1orf20
LUZP4	ADAM22
LUZP4	LOC727818
LUZP4	DNAH6
LUZP4	C15orf55
LUZP4	C9orf71
LUZP4	LOC220980
LUZP4	LOC400655
LUZP4	KIR2DL4
LUZP4	LOC100134368
LUZP4	CAMK2A
LUZP4	CLDN17
LUZP4	KIR3DL1
LUZP4	LOC728842
LUZP4	CCDC33
LUZP4	LOC286149
LUZP4	LOC284939
LUZP4	CACNG6
LUZP4	LOC100130797
LUZP4	FSCN3
LUZP4	IFNA10
LUZP4	HDGFL1
LUZP4	LOC200261
LUZP4	C11orf72
LUZP4	ASB16
LUZP4	AQP2
LUZP4	GAFA2
LUZP4	LOC283887
LUZP4	LOC646241
LUZP4	ANO7
LUZP4	GPR182
LUZP4	GYPB
LUZP4	LOC339524
LUZP4	EPHA8
LUZP4	CNGB3
LUZP4	C15orf54
LUZP4	DNM1P33
LUZP4	AAA1
LUZP4	FAM135B
LUZP4	LOC222070
LUZP4	CLP1
LUZP4	LMX1A
LUZP4	LOC100129380
LUZP4	LOC283387
LUZP4	APOBEC2
LUZP4	LOC100131303
LUZP4	HIST1H3J
LUZP4	LOC144817
LUZP4	C3orf47
LUZP4	FLJ39061
LUZP4	GOLGA6
LUZP4	LCE1E
LUZP4	C9orf163
LUZP4	C21orf93
LUZP4	LOC147646
LUZP4	LOC441052
LUZP4	LDHAL6A
LUZP4	KRTAP13-1
LUZP4	LOC219688
LUZP4	GPR52
LUZP4	C7orf16
LUZP4	KCNIP1
LUZP4	LOC339978
LUZP4	LOC100129026
LUZP4	BAGE
LUZP4	ALMS1P
LUZP4	GPR113
LUZP4	LOC149086
LUZP4	LOC100129845
LUZP4	LOC729940
LUZP4	GJB4
LUZP4	DKFZp564N2472
LUZP4	GRIN2C
LUZP4	KIR2DL1
LUZP4	ADAM21
LUZP4	LOC100128079
LUZP4	CRB1
LUZP4	DKFZp547J222
LUZP4	LOC338588
LUZP4	IL28A
LUZP4	KIR2DL5A
LUZP4	FLJ14126
LUZP4	LOC723809
LUZP4	LOC100134123
LUZP4	C8orf68
LUZP4	FLJ30430
LUZP4	C10orf96
LUZP4	C12orf51
LUZP4	IFNA21
LUZP4	IFRG15
LUZP4	LOC474358
LUZP4	LOC415056
LUZP4	IL1RL1
LUZP4	C1orf222
LUZP4	DEFB118
LUZP4	C2orf81
LUZP4	KIAA1751
LUZP4	KRTAP10-11
LUZP4	KLF14
LUZP4	FLJ13439
LUZP4	CER1
LUZP4	C14orf70
LUZP4	LOC283697
LUZP4	LOC100130078
LUZP4	HHLA1
LUZP4	FLJ33065
LUZP4	LRRC43
LUZP4	C2orf19
LUZP4	C17orf46
LUZP4	GATA1
LUZP4	LOC375010
LUZP4	CLDN19
LUZP4	C15orf49
LUZP4	CXorf62
LUZP4	LOC100128640
LUZP4	BCL2L14
LUZP4	ASB15
LUZP4	HECW1
LUZP4	LOC153910
LUZP4	ABHD11
LUZP4	LOC728902
LUZP4	AMZ1
LUZP4	LOC284100
LUZP4	D21S2088E
LUZP4	LOC100129827
LUZP4	C10orf103
LUZP4	FAM166A
LUZP4	LOC440028
LUZP4	C20orf187
LUZP4	LOC100132354
SLC45A2	OXER1
SLC45A2	GATA1
SLC45A2	OR7E104P
SLC45A2	DNM1P33
FAM83C	CYP2C18
FAM83C	AADACL2
FBXO5	CDKN3
FBXO5	C12orf48
FBXO5	DONSON
FBXO5	CDCA5
FBXO5	DBF4
FBXO5	CCNB1
FBXO5	CENPA
FBXO5	CDC7
FBXO5	AURKB
FBXO5	CCDC99
FBXO5	AURKA
FBXO5	E2F8
FBXO5	CDC2
FBXO5	EXO1
FBXO5	CEP78
FBXO5	CENPF
FBXO5	CDCA3
FBXO5	CKS1B
FBXO5	CDCA7
FBXO5	CKS2
FBXO5	CHEK1
FBXO5	CENPL
FBXO5	C21orf45
FBXO5	CKAP2L
FBXO5	CENPE
FBXO5	C15orf23
FBXO5	BUB1B
FBXO5	CTPS
FBXO5	C18orf24
FBXO5	C13orf3
FBXO5	CDC45L
FBXO5	CEP55
FBXO5	FANCI
FBXO5	CCNA2
FBXO5	DNMT1
FBXO5	C13orf34
FBXO5	EZH2
FBXO5	DLGAP5
FBXO5	DTL
FBXO5	ECT2
FBXO5	CDC20
FBXO5	FAM83D
FBXO5	DEPDC1
FBXO5	CCNE2
FBXO5	C5orf34
FBXO5	ANLN
FBXO5	DEPDC1B
FBXO5	CDCA8
FBXO5	C6orf173
FBXO5	BIRC5
OXR1	DPY19L4
OXR1	DERL1
OXR1	ARFGEF1
OXR1	EBAG9
OXR1	ATP6V1C1
OXR1	AZIN1
ZNF259	DCUN1D5
ZNF259	TIMM8B
CHCHD1	AP3M1
CHCHD1	ADK
DPYS	C14orf105
DPYS	AGXT2
DPYS	CUBN
DPYS	BHMT
DPYS	ACSM2A
ZDHHC19	USH1G
ZDHHC19	C20orf200
ZDHHC19	SLC22A8
ZDHHC19	DRD2
ZDHHC19	LOC203274
ZDHHC19	LOC283888
ZDHHC19	PTGIR
ZDHHC19	FAM135B
ZDHHC19	TYRO3P
ZDHHC19	EXOC3L2
ZDHHC19	TSSK3
ZDHHC19	MRPL38
ZDHHC19	LOC348120
ZDHHC19	LOC283387
ZDHHC19	TSSK2
ZDHHC19	LOC388906
ZDHHC19	LOC255654
ZDHHC19	LOC283194
ZDHHC19	C1orf127
ZDHHC19	HRH3
ZDHHC19	SLC34A3
ZDHHC19	ODF3
ZDHHC19	C15orf55
ZDHHC19	LOC100128003
ZDHHC19	OXER1
ZDHHC19	C17orf46
ZDHHC19	FLJ45224
ZDHHC19	LOC100133612
MRC2	BGN
MRC2	HTRA1
MRC2	EFEMP2
MRC2	COL16A1
LOC339505	LOC283403
LOC339505	LOC283089
LOC339505	C7orf16
LOC339505	KANK1
LOC339505	GPR182
LOC339505	LOC100132767
LOC339505	GJB4
LOC339505	GDEP
LOC339505	DKFZp564N2472
LOC339505	FAM71A
LOC339505	FLJ12825
LOC339505	LOC100131581
LOC339505	KIR2DL1
LOC339505	DSCR10
LOC339505	LOC283045
LOC339505	LOC100128003
LOC339505	C15orf55
LOC339505	FLJ33065
LOC339505	LOC220980
LOC339505	DNM1P33
LOC339505	C20orf200
LOC339505	LOC100134368
LOC339505	AVPR1B
LOC339505	DRD2
LOC339505	LOC145845
LOC339505	LOC221946
LOC339505	CDH22
LOC339505	LCE1E
LOC339505	ACRV1
LOC339505	LOC284939
LOC339505	CACNG6
LOC339505	D21S2088E
LOC339505	DYSFIP1
LOC339505	C10orf103
LOC339505	FLJ32955
GBP2	APOL3
VPS33B	LOC145758
LOC728445	ANKRD53
LOC728445	FLJ23865
LOC728445	CPNE6
LOC728445	LOC100134081
LOC728445	CACNG8
LOC728445	GBX2
ACVR1C	ACACB
CD97	C1orf38
PPP1R16A	GPR172A
PPP1R16A	CPSF1
PPP1R16A	MAF1
PPP1R16A	EXOSC4
PPP1R16A	KIFC2
PPP1R16A	C8orf33
PPP1R16A	CYC1
PPP1R16A	C8orf82
EBF1	DDR2
EBF1	CIDEA
EBF1	CD34
EBF1	ABCA6
EBF1	CCDC3
EBF1	C7orf58
EBF1	CDO1
EBF1	CAV2
EBF1	ACACB
EBF1	C14orf139
EBF1	CD248
EBF1	ANGPTL1
EBF1	CNRIP1
EBF1	DAB2
EBF1	ADH1B
EBF1	DPYSL2
EBF1	CLEC3B
EBF1	CDH5
EBF1	CCDC80
EBF1	CAV1
EBF1	ACVR1C
EBF1	CIDEC
EBF1	ANGPTL2
EBF1	ADAMTS5
EBF1	AOC3
EBF1	DPT
EBF1	CD300LG
EBF1	DARC
EBF1	COX7A1
EBF1	CHRDL1
EBF1	AKAP12
EBF1	CD36
EBF1	CD93
EBF1	ANTXR2
EBF1	CFD
EBF1	CXCL12
EBF1	CFH
EBF1	CDKN1C
EBF1	CLEC14A
EBF1	CD302
EBF1	CLDN5
EBF1	ASPA
EBF1	AQP7
EBF1	AQP1
EBF1	ADIPOQ
ORC4L	ERCC3
ORC4L	NUP35
ORC4L	MTX2
ORC4L	MRPL3
ORC4L	CCNT2
ORC4L	DPY30
ORC4L	JMJD1A
ORC4L	MED21
ORC4L	HAT1
ORC4L	GMCL1
ORC4L	MMADHC
ORC4L	C12orf29
ORC4L	NIF3L1
ORC4L	DHX15
ORC4L	MRPL42
RRS1	COPS5
RRS1	BOP1
KRTAP4-2	HDGFL1
KRTAP4-2	DGCR12
KRTAP4-2	IFLTD1
KRTAP4-2	GPR52
KRTAP4-2	FLJ13439
KRTAP4-2	C9orf144
KRTAP4-2	FLJ21408
KRTAP4-2	C1orf111
KRTAP4-2	GPRC5D
KRTAP4-2	FLJ31222
KRTAP4-2	C14orf70
KRTAP4-2	GJB4
KRTAP4-2	DKFZp564N2472
KRTAP4-2	APOA5
KRTAP4-2	FAM71A
KRTAP4-2	KIR2DL1
KRTAP4-2	HHLA1
KRTAP4-2	C15orf55
KRTAP4-2	FLJ33065
KRTAP4-2	ADRB3
KRTAP4-2	ASCL3
KRTAP4-2	FLJ33706
